Id,age,education,device,day,month,time_spent,banner_views,banner_views_old,days_elapsed_old,X1,X2,X3,X4,marital_divorced,marital_married,marital_single,outcome_old_failure,outcome_old_na,outcome_old_other,outcome_old_success,job_entrepreneur,job_freelance,job_housekeeper,job_industrial_worker,job_manager,job_retired,job_salesman,job_student,job_teacher,job_technology,job_unemployed,<label>
778,43,0,0,14,5,4.15,4,0,-1,0,0,1,0.118179507,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5816,33,2,0,21,10,14.85,1,1,208,0,0,1,0.078777259,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2663,42,1,0,11,8,28.95,2,0,-1,0,0,1,0.076552939,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5661,43,0,0,21,11,0.05,5,0,-1,0,0,1,0.075944655,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6918,36,1,0,8,5,18.5,2,0,-1,0,0,1,0.074573748,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,57,1,0,19,5,7.5,2,0,-1,0,0,1,0.147204619,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8618,34,2,0,6,5,30.05,1,1,183,0,0,1,0.07280337,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8824,27,1,0,21,10,8.55,1,3,302,0,0,0,0.07980317,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
6616,31,2,0,22,3,11.85,3,3,187,0,0,0,0.103526229,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
3528,34,2,0,14,5,7.45,1,2,367,0,0,1,0.080992501,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4897,31,1,0,14,5,12.4,1,1,300,0,0,1,0.074464801,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1696,30,1,0,30,1,39.9,2,0,-1,0,0,0,0.073248234,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4283,31,1,0,29,1,10.7,2,0,-1,0,0,1,0.07280337,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8841,28,1,0,15,5,18.3,3,1,368,1,0,1,0.073874675,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
531,46,2,0,17,11,14.1,1,0,-1,0,0,0,0.085949558,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1110,62,2,0,10,11,19.7,1,8,57,0,0,1,0.096018012,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2965,54,1,0,17,11,5.5,1,2,171,1,0,1,0.074600984,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4829,45,2,0,20,11,43.05,5,0,-1,0,0,1,0.255633432,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4774,33,1,0,3,2,17.25,1,5,301,0,0,1,0.075554264,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2829,24,1,0,20,6,26.8,10,0,-1,0,0,1,0.080674741,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2406,36,1,0,12,5,19.4,6,0,-1,0,0,1,0.07280337,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7392,68,1,1,21,12,102.6,2,1,257,0,0,0,0.085904164,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
627,40,1,0,5,6,13.1,2,0,-1,0,0,0,0.076698201,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3730,28,1,0,24,7,40.55,2,0,-1,0,0,1,0.075890182,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2305,73,2,0,11,9,4.8,2,0,-1,0,0,0,0.089535707,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
779,46,0,0,19,6,33.25,5,0,-1,0,0,0,0.083589055,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6742,29,2,0,2,2,5.75,1,0,-1,0,0,0,0.093911717,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4194,42,1,0,14,5,11.4,1,0,-1,0,0,1,0.096916819,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2472,39,0,0,7,7,4.85,5,0,-1,1,0,0,0.077805821,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2517,58,2,0,28,8,2.85,19,0,-1,0,0,0,0.07280337,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6661,30,2,0,20,11,18,2,0,-1,0,0,1,0.074728088,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1714,54,2,0,18,11,8.3,1,0,-1,0,0,0,0.092168576,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7539,49,0,0,6,6,13.8,2,0,-1,0,0,1,0.07280337,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6738,42,1,0,8,10,32.85,1,1,321,0,0,1,0.080511321,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
4685,39,0,0,27,5,10.9,1,0,-1,0,0,1,0.0724039,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4585,58,1,0,15,2,10.3,1,4,91,0,0,0,0.074337697,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1737,30,1,0,18,5,2.35,1,0,-1,0,0,1,0.071577724,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
910,37,0,0,3,6,5.8,4,0,-1,0,0,1,0.08673034,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1886,53,2,0,17,11,10.8,1,4,184,0,0,0,0.078096345,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
3438,37,2,0,17,6,7.05,7,4,62,0,0,0,0.07303942,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1331,50,2,0,17,7,8.9,3,0,-1,0,0,0,0.081927623,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2185,30,1,0,14,8,5.1,2,0,-1,0,0,0,0.074029016,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8916,52,1,1,4,2,2,1,1,208,0,0,1,0.076171627,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4325,24,1,0,8,9,31,1,0,-1,0,0,0,0.079058704,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1998,51,0,0,20,8,6.25,11,0,-1,0,0,0,0.104452272,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8445,38,2,0,27,3,7.7,2,2,130,0,0,0,0.090852142,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7414,54,1,0,15,9,4.8,1,3,105,0,0,0,0.087910591,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
6922,65,1,1,8,4,25.65,2,0,-1,0,0,0,0.26169811,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3173,30,2,0,4,9,8.55,1,0,-1,0,0,0,0.088010459,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1406,57,1,0,14,5,0.3,9,3,282,0,0,1,0.07280337,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2865,41,1,0,16,7,11.45,2,0,-1,0,0,1,0.078559367,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8576,30,2,0,21,11,41.2,1,0,-1,0,0,0,0.097915494,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1206,31,1,0,8,5,4.65,6,0,-1,0,0,1,0.068963013,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1573,50,1,0,13,5,34.4,2,1,292,1,0,1,0.072313112,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7616,23,1,0,3,6,37.9,1,0,-1,0,0,1,0.076661885,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7037,52,1,0,24,5,34.45,1,9,378,0,0,1,0.079394622,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1299,38,1,0,30,5,20.9,7,0,-1,0,0,1,0.071505093,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3645,41,2,0,9,6,8.65,2,2,294,0,0,0,0.0751094,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8219,39,1,0,28,1,0.95,1,0,-1,0,0,0,0.077669638,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2217,47,1,0,9,6,5.9,1,0,-1,1,0,0,0.077642402,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
583,37,1,0,3,2,5.8,3,0,-1,0,0,1,0.08616745,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7340,33,2,0,18,5,23.15,3,0,-1,0,0,1,0.073366259,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2024,31,2,0,6,5,66.85,2,1,363,1,0,1,0.073339023,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1630,34,2,0,27,8,1.3,7,0,-1,0,0,1,0.07280337,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6726,32,2,0,20,4,3.8,2,0,-1,0,0,1,0.089426761,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4997,60,1,0,15,5,7.35,1,0,-1,1,0,1,0.095309861,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6106,25,1,0,3,3,6.55,1,2,180,0,0,0,0.074201514,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1011,43,1,0,18,6,4.9,2,0,-1,0,0,0,0.120313039,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7234,44,2,1,31,7,1,2,0,-1,0,0,0,0.078405026,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
761,32,0,0,3,2,15.55,1,0,-1,0,0,1,0.075790315,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7058,27,0,0,28,5,9.75,3,0,-1,0,0,1,0.108710257,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2732,46,2,1,15,7,11.1,4,0,-1,0,0,1,0.076489387,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4447,73,1,1,4,9,38,3,0,-1,0,0,0,0.104061882,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8303,35,2,0,6,6,53.75,1,0,-1,0,0,0,0.073420732,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2449,45,2,0,16,5,16.35,2,0,-1,0,0,1,0.113994153,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6074,53,2,0,5,8,14.8,2,2,181,0,0,1,0.105405553,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1211,24,1,0,14,4,15.7,1,0,-1,0,0,0,0.076870699,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5972,38,2,0,28,6,14.35,4,4,144,0,0,0,0.078459499,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
7433,31,2,0,30,4,15.85,2,0,-1,0,0,0,0.087502043,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7486,25,1,0,15,7,7.85,7,0,-1,0,0,0,0.077651481,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7235,41,2,0,30,4,8.45,1,0,-1,0,0,0,0.09301291,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4964,34,2,0,6,5,8.55,1,0,-1,0,0,1,0.096771558,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
601,26,1,0,30,4,4.7,1,0,-1,0,0,0,0.077161222,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
918,51,1,0,27,4,3.95,8,0,-1,0,0,1,0.079394622,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1661,31,1,0,21,11,4.8,2,0,-1,0,0,1,0.080347902,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6578,53,1,0,28,1,6.8,1,0,-1,0,0,0,0.085123382,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5885,30,1,0,4,2,55.55,2,0,-1,0,0,1,0.075645053,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8157,29,2,0,12,11,10.8,1,1,92,0,0,0,0.082118279,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
4649,53,0,0,28,7,18.9,3,1,181,0,0,0,0.075581501,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3193,35,1,0,19,5,10.2,1,0,-1,0,0,1,0.074691773,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
174,31,2,0,7,7,13.7,1,0,-1,0,0,0,0.082172753,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3021,58,1,0,9,4,8.7,1,0,-1,0,0,0,0.092105024,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
287,52,1,0,18,7,6.25,1,0,-1,1,0,0,0.076280573,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3809,42,1,0,30,1,3.6,2,0,-1,0,0,1,0.07280337,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5315,41,1,0,20,6,3.15,3,0,-1,0,0,0,0.084360758,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6195,29,1,0,20,5,10.85,9,0,-1,0,0,1,0.07280337,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3233,44,2,0,18,11,9.4,1,0,-1,0,0,1,0.105514499,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3680,46,0,0,21,11,7.6,2,0,-1,0,0,0,0.097742996,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4698,32,1,0,20,4,2.5,1,4,343,0,0,0,0.075399924,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8401,48,1,0,2,9,18.4,2,1,386,0,0,1,0.077960162,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3705,30,2,0,21,8,76.1,2,0,-1,1,0,0,0.068472754,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6602,31,2,0,30,4,24.6,1,2,9,0,0,0,0.076017286,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
3554,33,2,0,12,4,4.15,1,2,173,0,0,1,0.078777259,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4289,44,1,0,4,5,18.4,3,0,-1,0,0,1,0.111261417,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8160,37,1,0,11,8,9.95,2,0,-1,1,0,1,0.120803297,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4036,46,1,0,18,8,30.4,6,0,-1,1,0,0,0.07694333,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7907,34,1,0,6,5,7.45,1,0,-1,0,0,1,0.074019937,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4634,58,0,0,9,6,8.2,1,0,-1,0,0,0,0.075145716,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2278,41,2,0,4,5,2.2,2,0,-1,0,0,0,0.086748497,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3563,29,1,0,6,5,24.5,1,0,-1,0,0,1,0.07383836,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7595,22,1,0,13,7,16.35,1,2,181,0,0,0,0.073447969,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2849,44,0,0,19,6,15.05,2,0,-1,0,0,0,0.074147041,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
451,37,1,0,8,5,12.2,1,0,-1,1,0,0,0.073447969,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4650,35,1,0,7,5,25.5,1,0,-1,0,0,1,0.077696875,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1671,44,1,1,31,7,0.15,16,0,-1,1,1,0,0.070524576,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7855,36,1,0,21,5,5.8,1,0,-1,1,0,1,0.076371362,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8356,30,1,0,23,4,3.8,1,0,-1,0,0,0,0.07717938,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4035,56,2,0,18,11,26.65,1,0,-1,0,0,1,0.085422984,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3990,29,2,0,4,12,13.05,2,0,-1,0,0,0,0.085922321,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7227,30,1,0,17,4,1.75,7,2,324,0,0,1,0.083434714,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
207,52,1,0,3,11,20.1,1,0,-1,0,0,1,0.094574474,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7142,49,2,0,2,6,8.55,3,2,293,0,0,0,0.126250613,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2816,73,2,0,24,3,6.3,1,0,-1,0,0,0,0.076870699,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5957,54,2,0,5,5,33.15,2,0,-1,0,0,0,0.07447388,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2282,81,0,0,27,10,6.05,1,0,-1,0,0,0,0.075009533,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7954,58,0,0,25,8,29.8,6,0,-1,0,0,1,0.11990449,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2037,48,1,0,9,4,4.7,1,0,-1,1,0,0,0.101728615,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8889,36,2,0,18,7,14.75,10,0,-1,1,0,1,0.07280337,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8216,62,2,0,14,8,8.75,1,0,-1,0,0,0,0.077860295,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2961,27,2,0,31,3,18.6,1,1,271,0,0,0,0.085450221,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3186,54,1,0,7,10,16.25,1,0,-1,0,0,0,0.080928949,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
252,21,1,0,6,7,9.85,2,0,-1,0,0,0,0.073157446,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7978,25,1,0,28,5,18.3,4,0,-1,0,0,1,0.09484684,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1474,45,1,0,8,5,5.2,1,0,-1,0,0,1,0.079794091,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2307,27,1,0,8,1,7.05,1,1,189,0,0,0,0.075545185,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4762,33,2,0,25,6,0.1,1,0,-1,0,0,0,0.080011984,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1968,36,1,0,28,5,9.85,1,0,-1,1,0,1,0.088518875,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
552,42,1,0,18,6,9.45,1,0,-1,0,0,0,0.074591905,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2581,35,1,0,28,8,4.7,1,0,-1,0,0,0,0.074891508,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5074,47,2,0,26,3,17.5,1,8,326,0,0,1,0.075835709,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3402,47,1,0,7,4,35.55,4,0,-1,0,0,0,0.080220798,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
766,45,1,0,6,6,6.3,2,0,-1,1,0,0,0.074537432,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3542,39,2,0,2,6,4.3,2,0,-1,0,0,0,0.107275798,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6376,39,2,0,18,6,15.05,5,0,-1,0,0,0,0.07303942,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2698,47,1,0,30,4,11.05,1,0,-1,0,0,1,0.088509796,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
551,40,0,0,20,6,0.2,3,0,-1,0,0,0,0.074964139,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6565,34,2,0,15,2,14.9,1,4,94,0,0,1,0.075263741,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
7085,40,2,0,25,3,24.8,2,0,-1,0,0,1,0.07280337,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4271,38,0,0,7,7,18,1,1,412,0,0,1,0.136400777,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5492,27,1,0,27,5,8.75,2,0,-1,0,0,1,0.07280337,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3266,26,2,0,27,5,2.35,1,0,-1,1,0,0,0.077624244,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3324,26,2,0,17,8,5.75,1,0,-1,0,0,1,0.081410128,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5243,43,1,0,25,5,12.6,2,1,353,0,0,0,0.087438491,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1954,35,1,0,14,5,16.75,1,0,-1,0,0,1,0.075899261,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3754,61,2,0,24,2,23.55,2,0,-1,0,0,0,0.132814628,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7150,32,1,0,25,8,13.1,6,0,-1,0,0,0,0.075082164,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7412,37,1,0,30,4,19,1,0,-1,0,0,0,0.084878253,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6636,33,1,0,14,7,5.6,2,0,-1,1,0,1,0.074274145,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7095,39,1,0,13,5,4.2,2,1,338,0,0,1,0.160123836,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3234,25,1,0,28,5,9.95,1,0,-1,0,0,1,0.090652407,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4987,65,2,0,2,2,6.55,2,0,-1,0,0,0,0.074274145,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
669,50,1,0,29,7,9.8,4,0,-1,0,0,0,0.088891108,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1628,77,1,0,12,11,6.2,1,0,-1,0,0,0,0.103825831,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2830,34,1,0,20,4,4.7,4,0,-1,0,0,1,0.076516623,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6387,41,1,0,15,5,8.1,2,1,350,0,0,1,0.090979246,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1362,55,1,0,28,1,4.85,1,0,-1,1,0,0,0.085795217,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3840,38,2,0,20,11,43.9,2,2,183,0,0,1,0.082880904,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
652,43,0,0,28,5,21.4,2,0,-1,0,0,1,0.068118679,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1859,24,0,0,30,4,27.05,1,0,-1,0,0,0,0.077106749,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7368,67,2,0,7,8,16.75,2,0,-1,0,0,0,0.076480308,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6575,51,1,0,18,2,21.6,2,0,-1,0,0,0,0.073865597,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6314,51,1,0,25,8,13.5,4,0,-1,0,0,0,0.08235433,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4892,33,1,0,29,1,10.15,4,0,-1,0,0,0,0.0719318,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5045,38,1,0,14,5,35.25,1,0,-1,0,0,1,0.081283024,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1726,51,0,0,29,5,2.05,1,0,-1,0,0,1,0.101583353,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6493,44,0,0,6,5,10.5,2,0,-1,0,0,1,0.073411654,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3122,40,1,0,14,5,11.1,2,0,-1,0,0,1,0.112477984,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1618,46,2,0,17,9,26.65,1,0,-1,0,0,0,0.098378516,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6138,31,1,0,20,11,2.85,6,9,177,1,0,1,0.086775734,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8598,36,2,0,17,11,7.5,2,0,-1,1,0,1,0.076807147,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8278,34,0,0,29,7,12.65,2,0,-1,0,0,1,0.075763078,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
310,38,1,0,24,7,73.7,24,0,-1,1,0,1,0.078187133,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2948,54,1,0,29,1,1.8,1,0,-1,0,0,1,0.07280337,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1773,40,2,0,28,7,29.95,6,0,-1,0,0,1,0.073075736,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6373,55,1,0,23,5,1.25,1,0,-1,0,0,1,0.071877326,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8784,41,0,0,16,6,5.85,2,0,-1,0,0,1,0.076335046,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
875,30,2,0,2,7,10.4,2,0,-1,1,0,0,0.088391771,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
